secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
396,85,167,3.35841,34.5636,0,201,10,-0.56650702,44.85338168,0,-0.615315,7,0,52,72,73,18.5,20,0,0,0,0
397,84,168,3.36822,34.4304,0,209,9.8,-0.56658933,44.85331563,0,-0.819189,7,0,58,76,66,19.5,17.5,0,0,0,0
398,84,167,3.37806,34.2612,0,215,10,-0.56667005,44.85324815,0,-0.416535,7,0,51,73,66,20.5,17.5,0,0,0,0
399,84,167,3.38794,34.5312,0,215,9.8,-0.56674724,44.85317825,0,-0.618964,7,0,55,69.5,72,20,20.5,0,0,0,0
400,84,167,3.39762,34.2288,0,267,9.8,-0.56682419,44.85311035,0,-0.618964,7,0,55,69.5,72,20,20.5,0,0,0,0
401,82,167,3.40724,33.9264,0,242,9.8,-0.56689996,44.85304271,0,-0.618964,7,0,48,68.5,74,20,19.5,0,0,0,0
402,82,167,3.41657,33.7248,0,261,10,-0.56697389,44.85297725,0,-0.404602,7,0,50,69.5,69,21,19,0,0,0,0
403,82,166,3.42603,33.624,0,276,10.4,-0.56704816,44.85291044,0,0.221071,7,0,44,71.5,68.5,18,19.5,0,0,0,0
404,81,166,3.43552,33.2532,0,276,11,-0.56712284,44.85284364,0,0.65231,7,0,51,75.5,74,20,20.5,0,0,0,0
405,81,166,3.44478,33.2208,0,253,12.4,-0.56719610,44.85277851,0,2.57827,7,0,51,75.5,74,20,20.5,0,0,0,0
406,81,166,3.45418,33.8256,0,259,12.8,-0.56726977,44.85271213,0,3.0038,7,0,51,75.5,74,20,20.5,0,0,0,0
407,80,167,3.46376,33.4224,0,295,12.2,-0.56734429,44.85264415,0,2.58137,7,0,50,75.5,74,19.5,20,0,0,0,0
408,81,166,3.47333,34.1604,0,269,11.4,-0.56741989,44.85257693,0,1.54217,7,0,54,81.5,75.5,24,21,0,0,0,0
409,82,167,3.48299,34.4304,0,249,11,-0.56749541,44.85250853,0,1.33052,7,0,52,74.5,77,20,21.5,0,0,0,0
410,82,167,3.49265,34.4628,0,223,10.8,-0.56757026,44.85243980,0,1.12348,7,0,52,74.5,77,20,21.5,0,0,0,0
411,83,167,3.50244,34.2288,0,218,10.8,-0.56764495,44.85236956,0,1.12348,7,0,55,76.5,72,21.5,19,0,0,0,0
412,83,167,3.51229,34.8336,0,260,10.6,-0.56771963,44.85229865,0,0.706074,7,0,53,74,68.5,21.5,17.5,0,0,0,0
413,84,167,3.52214,34.632,0,260,10.6,-0.56779490,44.85222799,0,0.283241,7,0,47,74,60.5,18.5,17,0,0,0,0
414,84,167,3.53222,35.2044,0,220,10.6,-0.56786908,44.85215415,0,-0.349003,7,0,47,74,60.5,18.5,17,0,0,0,0
415,84,167,3.54225,35.5392,0,222,10.4,-0.56794259,44.85208055,0,-2.06028,7,0,53,75,72.5,21,19.5,0,0,0,0
416,85,167,3.55234,35.4708,0,218,10.2,-0.56801585,44.85200629,0,-2.68403,7,0,54,73,68.5,20,18,0,0,0,0
417,85,167,3.56247,35.7084,0,238,10.2,-0.56808776,44.85193085,0,-2.05773,7,0,54,76.5,68.5,20.5,18,0,0,0,0
418,85,167,3.57265,35.7732,0,238,10.2,-0.56815884,44.85185441,0,-1.22178,7,0,53,77.5,71.5,21.5,20,0,0,0,0
419,86,167,3.58272,35.8092,0,225,10,-0.56822866,44.85177864,0,-1.00631,7,0,53,77.5,71.5,21.5,20,0,0,0,0
420,86,167,3.59277,35.7084,0,213,10,-0.56829798,44.85170278,0,-0.799273,7,0,58,78,74,20.5,19.5,0,0,0,0
421,86,167,3.60284,35.91,0,205,10.4,-0.56836780,44.85162701,0,-0.402054,7,0,54,75,71.5,20.5,19,0,0,0,0
422,87,167,3.61289,35.9424,0,218,10.6,-0.56843712,44.85155115,0,0,7,0,56,76,68.5,22.5,18,0,0,0,0
423,87,167,3.62291,35.5716,0,195,10.6,-0.56850845,44.85147664,0,0,7,0,62,76,68.5,22.5,18,0,0,0,0
424,87,167,3.63293,35.9424,0,261,10.2,-0.56857852,44.85140145,0,-0.399205,7,0,62,76,68.5,22.5,18,0,0,0,0
425,87,167,3.6429,35.7084,0,268,10.2,-0.56864658,44.85132593,0,-0.199803,7,0,54,80,70.5,25,19,0,0,0,0
426,87,166,3.65297,35.37,0,223,10,-0.56871406,44.85124907,0,-0.200197,7,0,51,75.5,78.5,23,22,0,0,0,0
427,87,166,3.66313,36.612,0,245,10,-0.56878145,44.85117128,0,-0.200197,7,0,58,78,78.5,20.5,22,0,0,0,0
428,87,166,3.67318,34.9344,0,245,10,-0.56884850,44.85109434,0,-0.200197,7,0,57,77,78.5,19.5,22,0,0,0,0
429,87,167,3.68347,36.612,0,277,10,-0.56891573,44.85101513,0,0,7,0,57,77,78.5,19.5,22,0,0,0,0
430,88,167,3.69393,37.0836,0,270,10,-0.56898136,44.85093332,0,0,7,0,55,82,65.5,23,16.5,0,0,0,0
431,83,167,3.70437,36.9144,0,248,10,-0.56904657,44.85085168,0,-0.398806,7,0,54,80,74,22.5,20,0,0,0,0
432,82,167,3.71481,37.2852,0,286,10.2,-0.56911220,44.85077013,0,-0.40624,7,0,52,82.5,65,23.5,15.5,0,0,0,0
433,83,167,3.72532,37.2852,0,288,10.6,-0.56917565,44.85068698,0,-0.0256505,7,0,52,85.5,77.5,25,20,0,0,0,0
434,83,168,3.73582,37.152,0,280,10.8,-0.56923868,44.85060383,0,0.564027,7,0,52,85.5,77.5,25,20,0,0,0,0
435,83,168,3.74627,37.3536,0,293,10.8,-0.56930020,44.85052060,0,0.564027,7,0,54,82,78,23.5,21,0,0,0,0
436,83,168,3.75682,37.2168,0,277,10.8,-0.56936081,44.85043602,0,0.762637,7,0,51,79.5,79,24,21,0,0,0,0
437,83,168,3.7674,37.4868,0,273,10.4,-0.56942157,44.85035120,0,0.384565,7,0,52,79.5,75,22,21,0,0,0,0
438,84,169,3.77807,38.2248,0,255,10,-0.56948109,44.85026503,0,0,7,0,53,78,75,22,21,0,0,0,0
439,85,169,3.78886,38.4264,0,251,9.4,-0.56954009,44.85017744,0,-0.546388,7,0,53,78,75,22,21,0,0,0,0
440,85,169,3.79962,38.0592,0,242,9.4,-0.56959776,44.85008977,0,-0.546388,7,0,55,77,75,20,20,0,0,0,0
441,85,169,3.81032,37.9584,0,224,9.4,-0.56965342,44.85000192,0,-0.546388,7,0,53,77.5,72.5,21.5,19.5,0,0,0,0
442,84,169,3.82097,38.3616,0,214,9.8,-0.56970589,44.84991366,0,-0.362372,7,0,57,75,72.5,21,19.5,0,0,0,0
443,84,169,3.83157,37.5552,0,217,10.2,-0.56975945,44.84982624,0,-0.365604,7,0,56,74.5,65.5,19,17,0,0,0,0
444,84,170,3.84213,37.8576,0,216,10.2,-0.56980873,44.84973789,0,-0.55608,7,0,56,74.5,65.5,19,17,0,0,0,0
445,84,170,3.85249,36.4788,0,181,10,-0.56985349,44.84965030,0,-0.74913,7,0,55,76.5,69,20,19.5,0,0,0,0
446,84,170,3.86272,36.8496,0,194,9.6,-0.56989331,44.84956271,0,-1.14014,7,0,55,76.5,69,20,19.5,0,0,0,0
447,83,170,3.87285,36.144,0,225,9,-0.56993388,44.84947621,0,-1.35437,7,0,43,69,59,18,13.5,0,0,0,0
448,83,170,3.88298,36.6804,0,217,9,-0.56997160,44.84938904,0,-0.979482,7,0,47,68.5,72,20,21,0,0,0,0
449,82,170,3.89341,37.3536,0,236,9,-0.57000822,44.84929893,0,-0.423412,7,0,47,68.5,72,20,21,0,0,0,0
450,82,170,3.90369,36.2772,0,245,9.4,-0.57004318,44.84920983,0,-0.0343067,7,0,51,76,70.5,22.5,18.5,0,0,0,0
451,81,170,3.91381,36.3096,0,208,10,-0.57007939,44.84912241,0,0.558579,7,0,45,71.5,73,20.5,21,0,0,0,0
452,81,170,3.92384,35.6076,0,224,10.2,-0.57011685,44.84903625,0,0.382394,7,0,54,73,73.5,19,18,0,0,0,0
453,80,170,3.93371,35.5716,0,272,10.2,-0.57015382,44.84895142,0,0,7,0,47,73,73.5,19,18,0,0,0,0
454,79,170,3.9436,35.5068,0,244,10.2,-0.57019346,44.84886693,0,0,7,0,47,75.5,70,20,19.5,0,0,0,0
455,79,170,3.95346,35.2692,0,259,10.2,-0.57023244,44.84878261,0,0.198085,7,0,53,75,73.5,21.5,19.5,0,0,0,0
456,79,170,3.96299,33.5916,0,237,10.4,-0.57026622,44.84870030,0,0.798956,7,0,49,77,70,22.5,19.5,0,0,0,0
457,79,170,3.97261,34.7652,0,228,10.6,-0.57030058,44.84861732,0,1.59916,7,0,53,73.5,70,24,19.5,0,0,0,0
458,79,170,3.9824,35.2692,0,228,10.6,-0.57033478,44.84853258,0,1.59916,7,0,53,73.5,70,24,19.5,0,0,0,0
459,79,170,3.99229,35.3052,0,224,10.6,-0.57036823,44.84844683,0,1.59916,7,0,53,79.5,73.5,20.5,20,0,0,0,0
460,79,170,4.00224,35.3376,0,224,10.4,-0.57040066,44.84836033,0,1.00905,7,0,56,81.5,75.5,22.5,20.5,0,0,0,0
461,78,170,4.01219,35.3052,0,213,10.2,-0.57042941,44.84827316,0,0.215156,7,0,55,78.5,74,23,19,0,0,0,0
462,78,170,4.02212,35.4708,0,214,9.2,-0.57045540,44.84818573,0,-0.991296,7,0,52,75.5,72.5,21.5,20.5,0,0,0,0
463,79,170,4.03209,35.5716,0,214,9.4,-0.57048046,44.84809781,0,-0.790694,7,0,56,75.5,72.5,21.5,20.5,0,0,0,0
464,80,170,4.04217,36.0108,0,247,10,-0.57050393,44.84800871,0,-0.195456,7,0,56,78,71.5,24,19.5,0,0,0,0
465,81,170,4.05227,36.0756,0,231,10.2,-0.57052706,44.84791927,0,0,7,0,50,82.5,76,22.5,21.5,0,0,0,0
466,81,170,4.0624,36.3456,0,271,10.4,-0.57055011,44.84782959,0,0,7,0,52,83.5,80,22.5,22,0,0,0,0
467,81,170,4.07255,36.3456,0,272,10.6,-0.57057182,44.84773956,0,-0.020722,7,0,56,86.5,75.5,26,20,0,0,0,0
468,82,170,4.08275,36.882,0,272,10.8,-0.57059010,44.84764870,0,0.175356,7,0,56,86.5,75.5,26,20,0,0,0,0
469,82,170,4.09305,37.0836,0,240,10.8,-0.57060661,44.84755675,0,0.175356,7,0,55,86.5,76,25.5,22,0,0,0,0
470,83,170,4.10349,37.2168,0,242,10.8,-0.57062362,44.84746363,0,0.376361,7,0,54,83,76,23.5,22,0,0,0,0
471,83,170,4.11408,37.7892,0,257,10.8,-0.57064181,44.84736917,0,0.577366,7,0,55,78,69,21.5,21,0,0,0,0
472,84,170,4.12454,36.882,0,233,10.8,-0.57065740,44.84727571,0,1.58442,7,0,55,78,69,21.5,21,0,0,0,0
473,84,170,4.135,37.4868,0,226,10.8,-0.57066981,44.84718200,0,1.38381,7,0,55,77.5,69,20,21,0,0,0,0
474,84,170,4.14552,37.5552,0,211,10.8,-0.57068045,44.84708762,0,0.788576,7,0,53,76.5,72,20,19.5,0,0,0,0
475,84,170,4.15612,37.6884,0,220,11,-0.57069009,44.84699249,0,0.779235,7,0,55,77,73.5,23.5,21,0,0,0,0
476,84,170,4.1667,38.0916,0,209,11,-0.57069596,44.84689735,0,0.581802,7,0,54,77,69.5,21.5,18,0,0,0,0
477,84,170,4.17732,37.656,0,229,11.2,-0.57069697,44.84680180,0,0.573082,7,0,55,77,69.5,21.5,18,0,0,0,0
478,84,170,4.18786,37.2852,0,207,11.2,-0.57069453,44.84670700,0,0.377003,7,0,55,77.5,69.5,22,18,0,0,0,0
479,85,170,4.19847,38.2248,0,194,11.2,-0.57068892,44.84661161,0,0.377003,7,0,57,77,75.5,22,20,0,0,0,0
480,84,170,4.20906,37.5876,0,187,11.2,-0.57068137,44.84651648,0,0.377003,7,0,53,74,58.5,19,16.5,0,0,0,0
481,84,169,4.21958,37.5552,0,207,11,-0.57067475,44.84642193,0,0.186889,7,0,59,76.5,58.5,21.5,16.5,0,0,0,0
482,83,170,4.22981,35.9424,0,207,10.6,-0.57066679,44.84632998,0,-0.204118,7,0,55,76.5,58.5,21.5,16.5,0,0,0,0
483,82,170,4.23964,35.37,0,221,10.6,-0.57065874,44.84624172,0,-0.204118,7,0,55,76.5,58.5,21.5,16.5,0,0,0,0
484,83,169,4.24916,33.6564,0,227,10.8,-0.57064869,44.84615639,0,0,7,0,53,79,67,23.5,17.5,0,0,0,0
485,83,169,4.2583,32.9508,0,222,11.2,-0.57063695,44.84607450,0,0.254924,7,0,53,78,73.5,24,20.5,0,0,0,0
486,83,170,4.26783,34.0956,0,234,11.4,-0.57062522,44.84598917,0,0.464787,7,0,55,79.5,73.5,23.5,20.5,0,0,0,0
487,83,170,4.27764,35.5392,0,234,11.4,-0.57061164,44.84590141,0,0.276463,7,0,55,79.5,73.5,23.5,20.5,0,0,0,0
488,83,169,4.28801,37.2852,0,235,11.4,-0.57059445,44.84580888,0,0.276463,7,0,56,80,73.5,22.5,20.5,0,0,0,0
489,83,169,4.29821,36.0756,0,228,11.4,-0.57057660,44.84571793,0,0.276463,7,0,53,81,75,24.5,21,0,0,0,0
490,83,169,4.30859,36.4788,0,236,11.4,-0.57055623,44.84562573,0,0.276463,7,0,50,76.5,78,21.5,22,0,0,0,0
491,84,169,4.31907,37.5876,0,236,11.2,-0.57053721,44.84553236,0,0.275738,7,0,52,76.5,78,21.5,22,0,0,0,0
492,84,169,4.32963,37.152,0,219,11,-0.57051667,44.84543848,0,0.477351,7,0,52,78,74.5,22.5,20,0,0,0,0
493,85,169,4.34008,36.8136,0,209,11,-0.57049102,44.84534620,0,0.477351,7,0,52,73.5,75,21,20.5,0,0,0,0
494,85,169,4.35023,35.91,0,211,11,-0.57046294,44.84525701,0,0.267267,7,0,56,76,65.5,22.5,16.5,0,0,0,0
495,85,169,4.36091,38.0592,0,207,11.2,-0.57043788,44.84516255,0,0.0168959,7,0,56,73.5,68,20.5,19,0,0,0,0
496,86,169,4.37206,38.394,0,195,11.4,-0.57041424,44.84506364,0,-0.0135955,7,0,53,73.5,68,20.5,19,0,0,0,0
497,86,169,4.38323,38.628,0,190,11.4,-0.57038776,44.84496490,0,-0.0135955,7,0,53,72,68.5,18.5,20,0,0,0,0
498,86,168,4.39438,38.664,0,207,11.2,-0.57036253,44.84486616,0,-0.192968,7,0,52,74,68.5,23,17.5,0,0,0,0
499,85,169,4.40541,38.16,0,204,10.6,-0.57033847,44.84476843,0,-0.736939,7,0,53,76,74.5,23,19.5,0,0,0,0
500,84,168,4.41633,37.8576,0,229,10.2,-0.57031316,44.84467187,0,-1.10324,7,0,52,76,74.5,23,19.5,0,0,0,0
501,83,168,4.42707,37.3176,0,230,10.2,-0.57028885,44.84457674,0,-0.912399,7,0,52,76,74.5,23,19.5,0,0,0,0
502,83,168,4.43765,36.9828,0,226,10.2,-0.57026496,44.84448303,0,-0.723005,7,0,52,79,71,22,18,0,0,0,0
503,83,168,4.44826,37.3536,0,240,10.2,-0.57024191,44.84438898,0,-0.723005,7,0,56,77.5,75,23,20,0,0,0,0
504,83,168,4.45896,37.7568,0,223,10.2,-0.57021727,44.84429435,0,-0.723005,7,0,52,75,78.5,22,22,0,0,0,0
505,84,168,4.46961,37.7568,0,232,10.4,-0.57018986,44.84420047,0,-0.722478,7,0,56,78,78.5,22.5,22,0,0,0,0
506,85,168,4.48037,38.2608,0,243,10.8,-0.57016136,44.84410584,0,-0.530103,7,0,56,78,78.5,22.5,22,0,0,0,0
507,85,168,4.49115,38.0916,0,226,11,-0.57013244,44.84401104,0,-0.344574,7,0,54,77,72.5,22.5,20.5,0,0,0,0
508,85,168,4.50193,38.4624,0,237,11,-0.57010453,44.84391608,0,-0.165202,7,0,57,82,76.5,24,20.5,0,0,0,0
509,85,168,4.5128,38.394,0,239,10.8,-0.57007763,44.84382019,0,0.194776,7,0,59,77.5,76.5,19,20.5,0,0,0,0
510,86,168,4.52371,38.664,0,239,10.8,-0.57004980,44.84372396,0,0.561077,7,0,51,77.5,76.5,19,20.5,0,0,0,0
511,86,168,4.53467,38.8296,0,215,10.6,-0.57002214,44.84362732,0,0.378595,7,0,51,80,64.5,23,17,0,0,0,0
512,87,168,4.54565,39.168,0,217,10.6,-0.56999414,44.84353059,0,0.378595,7,0,53,74,90.5,22,25.5,0,0,0,0
513,87,168,4.55663,39.0672,0,221,10.6,-0.56996690,44.84343370,0,0.378595,7,0,53,67.5,72,19.5,20,0,0,0,0
514,87,168,4.56757,39.0312,0,220,10.8,-0.56994058,44.84333705,0,0.56141,7,0,44,70.5,71.5,20.5,18,0,0,0,0
515,87,168,4.5785,39.0672,0,220,11.2,-0.56991267,44.84324066,0,0.739582,7,0,51,70.5,71.5,20.5,18,0,0,0,0
516,87,168,4.58941,39.132,0,226,11.2,-0.56988392,44.84314469,0,0.367835,7,0,51,74.5,72.5,22.5,17,0,0,0,0
517,88,169,4.60041,39.636,0,241,11.2,-0.56985903,44.84304721,0,0.182306,7,0,49,69,79.5,16,22,0,0,0,0
518,88,169,4.61149,39.7368,0,173,11.2,-0.56984042,44.84294838,0,0.182306,7,0,49,69,79.5,16,22,0,0,0,0
519,88,169,4.62263,39.5712,0,162,11,-0.56982541,44.84284872,0,0.186766,7,0,55,67.5,70,18.5,19,0,0,0,0
520,88,169,4.6336,39.402,0,162,11,-0.56980236,44.84275124,0,0.186766,7,0,56,67.5,70,18.5,19,0,0,0,0
521,88,168,4.64463,39.672,0,217,10.8,-0.56977202,44.84265435,0,0.187924,7,0,56,69.5,63.5,20.5,17,0,0,0,0
522,88,168,4.65572,39.7368,0,205,10.8,-0.56974419,44.84255653,0,0.187924,7,0,50,71,66,20,20.5,0,0,0,0
523,88,168,4.66675,39.132,0,198,10.6,-0.56971804,44.84245905,0,0,7,0,56,73.5,65.5,20,15.5,0,0,0,0
524,88,168,4.67772,39.2688,0,183,10.4,-0.56968594,44.84236291,0,-0.358531,7,0,56,70.5,67.5,18.5,18.5,0,0,0,0
525,87,168,4.68858,38.9304,0,183,10.2,-0.56964546,44.84226953,0,-0.908658,7,0,59,70.5,67.5,18.5,18.5,0,0,0,0
526,86,168,4.69933,38.3256,0,231,10,-0.56960254,44.84217775,0,-1.0947,7,0,59,71.5,61.5,22.5,17.5,0,0,0,0
527,85,168,4.70987,37.7568,0,216,9.8,-0.56956130,44.84208748,0,-1.28446,7,0,52,75.5,79,20,21,0,0,0,0
528,84,168,4.7203,37.62,0,240,10,-0.56952677,44.84199687,0,-1.0927,7,0,58,80.5,81,22,22,0,0,0,0
529,83,168,4.73066,36.6804,0,222,10.2,-0.56949366,44.84190668,0,-0.72012,7,0,51,80.5,81,22,22,0,0,0,0
530,82,167,4.74087,36.9144,0,241,11.2,-0.56945460,44.84181909,0,0.259312,7,0,51,79,74,22.5,21.5,0,0,0,0
531,82,167,4.75108,36.7488,0,222,12.4,-0.56941420,44.84173175,0,1.61595,7,0,56,81.5,80,25.5,22.5,0,0,0,0
532,81,167,4.76122,36.5472,0,217,13,-0.56937598,44.84164466,0,2.20767,7,0,55,75.5,74.5,20,21.5,0,0,0,0
533,81,167,4.77132,36.5112,0,203,13.4,-0.56933851,44.84155783,0,2.78503,7,0,53,73,71.5,18.5,20,0,0,0,0
534,82,167,4.78145,36.8136,0,195,13.6,-0.56930113,44.84147066,0,3.16478,7,0,54,73,71.5,18.5,20,0,0,0,0
535,82,167,4.79168,37.116,0,206,13.2,-0.56926433,44.84138239,0,2.95794,7,0,54,73,71.5,18.5,20,0,0,0,0
536,82,167,4.80196,37.0836,0,185,11.8,-0.56922535,44.84129413,0,1.78212,7,0,55,0,0,0,0,0,0,0,0
537,83,167,4.8123,37.386,0,181,10.8,-0.56918470,44.84120570,0,1.00475,7,0,60,76,66.5,20,18,0,0,0,0
538,83,167,4.82269,37.4868,0,196,9.8,-0.56914355,44.84111686,0,-0.149467,7,0,52,73,62.5,22.5,17.5,0,0,0,0
539,84,167,4.83313,37.62,0,205,9.4,-0.56910072,44.84102801,0,-0.725659,7,0,55,73,62.5,22.5,17.5,0,0,0,0
540,83,167,4.84354,37.3176,0,194,9.4,-0.56905830,44.84093933,0,-1.70509,7,0,55,71,66.5,19,19,0,0,0,0
541,83,166,4.854,38.0232,0,210,9.8,-0.56901715,44.84084989,0,-2.498,7,0,58,72,62,19,17.5,0,0,0,0
542,83,166,4.8645,37.4868,0,207,10.2,-0.56897381,44.84076054,0,-2.70876,7,0,45,68,76.5,19,24.5,0,0,0,0
543,83,167,4.87493,37.656,0,201,10.4,-0.56892796,44.84067253,0,-2.91305,7,0,57,79,70,23,20.5,0,0,0,0
544,84,167,4.88537,37.656,0,201,10.6,-0.56887885,44.84058536,0,-2.91891,7,0,57,79,70,23,20.5,0,0,0,0
545,84,167,4.89583,37.62,0,190,10.4,-0.56882763,44.84049852,0,-2.71911,7,0,54,74,66.5,21,20,0,0,0,0
546,84,167,4.90621,37.4868,0,174,10.4,-0.56877474,44.84041303,0,-1.35724,7,0,52,75,65,19.5,18.5,0,0,0,0
547,84,167,4.91662,37.62,0,179,10.2,-0.56871800,44.84032845,0,-0.582246,7,0,57,72.5,65,21.5,18.5,0,0,0,0
548,83,167,4.927,37.0836,0,195,10,-0.56865631,44.84024606,0,0.187539,7,0,56,72.5,65,21.5,18.5,0,0,0,0
549,83,166,4.93735,37.2852,0,199,10,-0.56859210,44.84016484,0,0.570681,7,0,56,74,65.5,21,19,0,0,0,0
550,83,166,4.94772,36.9504,0,209,9.4,-0.56853024,44.84008253,0,0,7,0,52,74.5,69.5,22,19.5,0,0,0,0
551,82,166,4.95803,37.116,0,209,9.4,-0.56847040,44.84000013,0,-0.39032,7,0,52,76.5,73,21.5,19,0,0,0,0
552,82,166,4.96832,36.5472,0,208,9.4,-0.56840879,44.83991849,0,-0.771272,7,0,56,77,82.5,20,24,0,0,0,0
553,82,166,4.97858,36.882,0,208,9.6,-0.56834651,44.83983753,0,-0.768095,7,0,54,77,82.5,20,24,0,0,0,0
554,82,166,4.98886,36.8496,0,213,9.6,-0.56828247,44.83975698,0,-0.959666,7,0,54,76,73.5,21,20,0,0,0,0
555,82,166,4.99916,36.8496,0,190,9.6,-0.56821726,44.83967676,0,-0.768462,7,0,53,72.5,69.5,21,20.5,0,0,0,0
556,82,166,5.00946,36.882,0,208,9.8,-0.56815230,44.83959646,0,-0.574287,7,0,58,76.5,67.5,19.5,18.5,0,0,0,0
557,82,166,5.01974,36.8496,0,212,9.6,-0.56808768,44.83951616,0,-0.576716,7,0,52,72,73.5,18.5,21.5,0,0,0,0
558,83,165,5.03006,37.0836,0,192,9.6,-0.56802196,44.83943595,0,-0.384038,7,0,57,72,73.5,18.5,21.5,0,0,0,0
559,83,165,5.04039,37.1844,0,190,9.6,-0.56795617,44.83935565,0,-0.384038,7,0,57,75,73.5,20,21.5,0,0,0,0
560,82,166,5.05067,36.8136,0,169,9.4,-0.56788878,44.83927653,0,0,7,0,52,72,72,20.5,20,0,0,0,0
561,82,165,5.06075,35.7732,0,140,9.2,-0.56781652,44.83920176,0,-0.198411,7,0,57,72.5,72,18.5,20,0,0,0,0
562,82,165,5.07081,36.5112,0,220,9.2,-0.56773740,44.83913076,0,-0.198411,7,0,57,61,64.5,17,17.5,0,0,0,0
563,80,165,5.08107,36.9504,0,220,9.2,-0.56765844,44.83905734,0,-0.393343,7,0,57,61,64.5,17,17.5,0,0,0,0
564,80,165,5.09128,36.2772,0,219,9.6,-0.56758812,44.83898022,0,0,7,0,57,76,71,20,19,0,0,0,0
565,79,165,5.10126,35.5392,0,205,9.4,-0.56752525,44.83890236,0,-0.201971,7,0,55,77.5,67.5,23.5,18.5,0,0,0,0
566,79,165,5.11111,35.4708,0,232,9.8,-0.56746256,44.83882566,0,0,7,0,53,74,71.5,18.5,19,0,0,0,0
567,79,164,5.12091,35.1036,0,250,10.6,-0.56739743,44.83875064,0,1.02082,7,0,51,78.5,70,21,19,0,0,0,0
568,78,164,5.13058,34.4988,0,250,10.8,-0.56733322,44.83867663,0,1.22765,7,0,48,78.5,70,21,19,0,0,0,0
569,77,164,5.14014,34.9668,0,403,10.6,-0.56727036,44.83860312,0,1.01844,7,0,48,71,76.5,17.5,21,0,0,0,0
570,79,164,5.14992,35.874,0,379,10,-0.56720180,44.83852978,0,0.5995,7,0,52,85.5,79.5,22,21.5,0,0,0,0
571,81,165,5.15994,36.2448,0,460,10,-0.56712644,44.83845728,0,0.797913,7,0,51,84.5,83.5,21.5,22.5,0,0,0,0
572,81,165,5.17019,37.4868,0,490,10.2,-0.56704732,44.83838427,0,0.993035,7,0,52,94.5,81,23.5,22.5,0,0,0,0
573,83,165,5.18072,38.124,0,490,10.4,-0.56696266,44.83831110,0,1.18297,7,0,53,94.5,81,23.5,22.5,0,0,0,0
574,85,165,5.19147,39.2328,0,495,10,-0.56687775,44.83823558,0,0.419103,7,0,53,91.5,91.5,24,25,0,0,0,0
575,87,166,5.20232,39.2004,0,541,9.8,-0.56679435,44.83815804,0,0.435172,7,0,54,90,90,24,26.5,0,0,0,0
576,88,166,5.21327,39.4704,0,586,9.4,-0.56670726,44.83808135,0,-0.336216,7,0,53,95,86,25,22.5,0,0,0,0
577,88,167,5.2242,39.3696,0,621,9.2,-0.56661841,44.83800600,0,-1.33553,7,0,54,97,90.5,26,25.5,0,0,0,0
578,88,167,5.23507,38.9988,0,621,9,-0.56652722,44.83793282,0,-1.72634,7,0,54,97,90.5,26,25.5,0,0,0,0
579,87,168,5.24593,39.4704,0,657,8.8,-0.56643426,44.83786090,0,-1.7013,7,0,54,97.5,93.5,26.5,28,0,0,0,0
580,87,169,5.25678,38.5956,0,604,9.2,-0.56634148,44.83778899,0,-0.71914,7,0,54,98,93.5,28.5,28,0,0,0,0
581,87,169,5.26751,38.7648,0,666,9.6,-0.56625405,44.83771506,0,-0.346353,7,0,50,98,93.5,28.5,28,0,0,0,0
582,87,170,5.27834,38.394,0,611,9.8,-0.56616881,44.83763870,0,-0.356803,7,0,52,97.5,96,29,28.5,0,0,0,0
583,87,171,5.28918,39.2328,0,611,10.4,-0.56608072,44.83756393,0,0,7,0,52,97.5,96,29,28.5,0,0,0,0
584,86,172,5.30004,38.5272,0,579,10.8,-0.56599019,44.83749042,0,0.747186,7,0,53,96,95,25.5,27.5,0,0,0,0
585,85,172,5.31079,38.5632,0,513,11,-0.56589925,44.83741859,0,1.11756,7,0,52,95,94,26,27.5,0,0,0,0
586,85,173,5.32143,37.9584,0,449,11.6,-0.56581115,44.83734617,0,2.04677,7,0,50,84,95,22,27,0,0,0,0
587,85,173,5.33174,36.0108,0,0,12.2,-0.56572742,44.83727509,0,2.81171,7,0,50,84,95,22,27,0,0,0,0
588,85,174,5.34136,33.1524,0,0,12.4,-0.56564553,44.83721106,0,3.20361,7,0,50,84,95,22,27,0,0,0,0
589,0,174,5.35017,30.7368,0,0,12.6,-0.56556841,44.83715381,0,3.61478,7,0,-255,0,0,0,0,0,0,0,0
590,0,175,5.35825,28.2168,0,0,13.2,-0.56549205,44.83710536,0,3.98869,7,0,-255,0,0,0,0,0,0,0,0
591,0,175,5.36516,22.1364,0,0,13.8,-0.56542031,44.83706974,0,4.48421,7,0,-255,0,0,0,0,0,0,0,0
592,0,175,5.36985,12.7296,0,0,14.4,-0.56537035,44.83704677,0,5.57886,7,0,-255,0,0,0,0,0,0,0,0
593,0,174,5.37198,6.2136,0,0,15,-0.56534814,44.83703545,0,7.84225,7,0,-255,0,0,0,0,0,0,0,0
594,0,175,5.37263,1.4112,0,0,16,-0.56534168,44.83703185,0,10.2908,7,0,-255,0,0,0,0,0,0,0,0
595,0,174,5.37263,0,0,0,17,-0.56534085,44.83703260,0,10.1048,7,0,-255,0,0,0,0,0,0,0,0
